200 1000 3656793528482.72 1.303909788372188e+18 10 6.67e-08
4.6712513138325875e+17 2.1129488727230843e+18 -2.5061408334202634e+18 -311.79412547262757 -11426.648488647026 -24972.655229606287 1.9884098706980512e+33
-4.659973442789295e+18 -4.0360149433065247e+18 5.218040423615683e+18 -20052.622839973075 25908.60334991282 17295.053276561088 1.9884098706980512e+33
-5.962548609350271e+18 2.478082054658822e+17 3.6073644190556196e+18 19039.760751484755 -23010.59136106156 -2125.5450740378456 1.9884098706980512e+33
-2.3381845250819277e+18 7.506040142450135e+18 4.2584784102899886e+18 -484.1317723144821 18281.084520863486 27257.49778297706 1.9884098706980512e+33
-4.454216531708664e+17 -4.751263080260233e+18 2.837233704798313e+18 -5862.16774019929 -22315.37400936077 -32428.48804813958 1.9884098706980512e+33
6.611401001792106e+18 9.63444362828193e+17 1.166834987811063e+18 -20374.430725322025 -5495.199934224972 -16631.317821965178 1.9884098706980512e+33
-3.4132137233826724e+18 4.947934165773668e+18 -5.038333298929137e+18 -30860.315600591442 -41523.5886890906 -19623.2752083589 1.9884098706980512e+33
7.876226809608236e+18 -1.1161753980405518e+18 -1.4333408804702528e+18 -24072.482263213686 -3176.7928272343515 -33974.35296600523 1.9884098706980512e+33
5.199856151074695e+18 1.7136033931073838e+18 6.593736170578504e+18 -8280.536297747882 20251.55826667634 10635.392512441429 1.9884098706980512e+33
3.6714010564697667e+18 -3.9013130542722785e+18 -4.641888494920958e+18 4153.70355116219 15979.332150795912 18131.461953645183 1.9884098706980512e+33
2.317133217236351e+18 -3.076669531325634e+18 7.227020800843397e+17 19659.407754802483 -19120.044374199297 -13067.889524156786 1.9884098706980512e+33
5.378535132148489e+18 -2.6262142313873326e+18 2.4979924129875452e+16 -6971.677521180468 -17271.450547890392 39295.182159761505 1.9884098706980512e+33
2.3156151993078164e+18 2.6933411693199186e+18 -1.0197815171390397e+18 -31101.182343566365 -4178.5210820937455 -11751.364214484338 1.9884098706980512e+33
-1.4381842531885972e+18 4.876008074289042e+17 6.952102759893563e+18 7664.079334407184 39563.56920428336 8776.037667144108 1.9884098706980512e+33
2.548824093881879e+17 -3.214699690001108e+18 2.760773219728142e+18 37784.985528932935 -5346.386403072645 34.08086713355195 1.9884098706980512e+33
5.35935099138902e+17 -2.1290811391751306e+18 -2.834235505355078e+18 31512.82064503384 -9443.57586102888 -41351.37103725929 1.9884098706980512e+33
8.934353209570303e+18 1.8359212478487283e+18 -1.5349445995173524e+18 20619.506619012973 -21965.59229194199 -9012.055578460355 1.9884098706980512e+33
-8.652843551447022e+17 1.9634800291410053e+18 5.616660264621873e+18 30412.70490813461 3058.214419162787 31074.85891233936 1.9884098706980512e+33
4.437050626673487e+18 -4.132814719828929e+18 6.582819099837226e+17 3310.0551697266815 5322.395299739397 14042.84997406229 1.9884098706980512e+33
-1.9988437710449969e+18 1.270021302242713e+18 7.290884466985629e+18 13259.818786014932 -18098.05702705897 16299.339501260285 1.9884098706980512e+33
-4.240162411363092e+18 -2.991829617100749e+17 5.362215774824272e+18 -20417.592056984096 -19506.48950366348 14651.636412388692 1.9884098706980512e+33
1.7088629323992394e+18 7.342879377201553e+18 1.1931216928142769e+18 -2141.6233006366456 6018.292184936202 5667.854127932182 1.9884098706980512e+33
-3.4114615915965814e+18 1.152859750891105e+18 5.429238768450052e+18 19620.04308953672 -2810.59169104499 3783.986526443803 1.9884098706980512e+33
1.5628954397397676e+18 -8.432203107301884e+17 -2.5355432109885076e+18 -13082.90541271197 37626.04624183834 -23548.69511909771 1.9884098706980512e+33
2.845640243583878e+18 -5.022973622966459e+18 -3.659119030205625e+18 -19078.03466423281 -29094.049189267193 3174.2660227386395 1.9884098706980512e+33
5.906555775414309e+18 4.785704144081878e+18 1.6324475273306304e+18 -27787.244479811434 -22225.2366613966 17535.97495730357 1.9884098706980512e+33
7.473459342325767e+18 -1.7013515686825518e+18 2.7814764620862423e+18 41114.12043022723 -29965.975862284584 4147.466823903823 1.9884098706980512e+33
-4.487850297771203e+18 3.001917559921658e+18 2.8175570043902556e+18 19143.68835367936 38150.59901034297 27549.880591361863 1.9884098706980512e+33
-5.825879571962105e+18 -5.328010377122346e+18 -4.4111808842099226e+18 2957.893237941421 54292.130460668 20574.764629165922 1.9884098706980512e+33
3.697438803209401e+18 2.487408889742797e+18 5.850990167042964e+18 12190.291614467324 -8885.421609319883 -33561.020720971064 1.9884098706980512e+33
-4.0525159492213816e+18 4.512099893643552e+18 -9.989594047348582e+17 -31113.09834375304 26200.78174442433 -6993.679275447834 1.9884098706980512e+33
-2.1404054971048573e+18 -5.376035112329013e+18 2.1242124035376978e+18 -38227.24341909229 1463.5749272433675 25450.00998113765 1.9884098706980512e+33
8.074886656427136e+18 -2.145669494674484e+18 -7.542367459938629e+16 -22875.740990199505 5138.191881827152 -8177.039651715176 1.9884098706980512e+33
-3.8829375998107725e+18 -7.466785299014193e+17 -1.4798160701532928e+18 30566.932917831382 14170.400863846577 12283.433583353613 1.9884098706980512e+33
-7.68061045931061e+17 6.440344970788441e+18 1.852460743520304e+18 412.56492692569543 36056.46605818722 30305.749087525786 1.9884098706980512e+33
-2.615490917378613e+18 1.460874403026214e+18 -1.404105367656636e+18 25594.707036102765 16548.721277045373 22834.304125335824 1.9884098706980512e+33
-4.0575714187732895e+18 -3.8911535999136727e+18 2.50893675145044e+18 -27857.633722536324 7930.801443645496 -15938.170258504464 1.9884098706980512e+33
2.398258094965818e+18 -1.6330090615166758e+18 -1.5444025427894492e+18 23766.657353948085 -21129.206638811484 17209.20980384095 1.9884098706980512e+33
-2.7819819498983096e+18 -3.5954228505150254e+18 1.2809556113473608e+18 -8878.75021609885 -10009.747191606119 -10813.250994855232 1.9884098706980512e+33
1.2963266793289546e+18 1.0341672978781229e+18 1.103887540702624e+18 -8711.662302361488 10135.493691165138 -11094.195913219395 1.9884098706980512e+33
1.769697279465088e+18 -2.851724268643789e+18 7.15937767065824e+18 27798.656062966475 -1180.1519634825597 2787.962917704477 1.9884098706980512e+33
7.111921239040125e+18 -2.103420130302628e+18 3.2151100523153505e+18 1540.8237725656463 2294.4900421639372 21866.63411646797 1.9884098706980512e+33
1.2497863493646773e+17 4.818173015123938e+18 -5.2332512952189e+18 13359.460548123614 -44478.2079212952 -24286.367039428096 1.9884098706980512e+33
-2.0002806455960773e+18 3.880432122357569e+18 -2.860812116129762e+18 -17538.08702516541 24142.409054863852 -34351.57951541526 1.9884098706980512e+33
-1.0625441686426582e+18 1.5295686904455066e+18 -4.238744214131521e+17 -3410.3715763932687 28857.383410627826 -5002.325570306738 1.9884098706980512e+33
-8.942098864978303e+18 -9.335391365823895e+17 4.848994518508455e+17 -4234.343446215954 25030.753821862036 -1661.1806824755574 1.9884098706980512e+33
-5.313030644756511e+18 1.4886613981227226e+18 -5.284644062108632e+18 14090.576383754213 8714.08152237759 4434.10189104821 1.9884098706980512e+33
4.4357155546015933e+18 -1.334876753995753e+18 -2.5236858309231706e+17 6578.963036163036 -18792.269455691767 -42016.59724128171 1.9884098706980512e+33
2.003952064388852e+18 8.678325520834481e+18 -1.634431858625996e+18 -26003.35992689463 16784.88984604567 5705.778233335229 1.9884098706980512e+33
3.6544058725653033e+18 -4.869122837530499e+18 1.084043134693275e+18 13930.467554997698 28571.184551328468 14256.350055824845 1.9884098706980512e+33
3.677271967837552e+18 -5.98493969922159e+17 -1.4698306103911519e+18 -12828.440329230052 -12415.585085579518 -7119.792317938303 1.9884098706980512e+33
-1.3229826313198222e+17 1.5212789320864492e+18 -1.3970009974339254e+18 -35168.41260684949 -46030.23838929634 -10444.664569736222 1.9884098706980512e+33
1.409113760914623e+18 -2.947514775307121e+18 -5.583197995940795e+18 -15421.587155273744 -12509.395966328355 3909.222298243382 1.9884098706980512e+33
-5.995096709839309e+18 -1.5238044043332815e+18 1.354930266730061e+18 7310.2310575362035 612.2981417894771 23714.938500764318 1.9884098706980512e+33
4.858861356475321e+18 8.256439421760614e+17 3.7225995382383877e+18 2525.433403066907 7636.8603912665485 -35979.81448194556 1.9884098706980512e+33
-4.1897534121041925e+18 9.465117403239648e+17 3.4938626619096264e+18 -17979.89613834107 -36186.62799044327 13625.600624943507 1.9884098706980512e+33
7.876138445019714e+18 -5.5823714651499174e+17 -1.9334952064157757e+18 6081.504055249304 2575.180626332103 -25016.731420683405 1.9884098706980512e+33
-1.8946998775025274e+17 3.7021252764422753e+18 -4.124475286955691e+17 28172.24929151982 -27630.6793766038 -14015.376868120662 1.9884098706980512e+33
-4.385316858792372e+18 7.385758845071788e+18 3.802610016170754e+18 -6382.3282107647565 4402.407145932906 -6730.509294266967 1.9884098706980512e+33
-1.0964294280195022e+18 -1.3154758949284972e+18 7.346784528373786e+17 9920.684075641728 -18097.939371427547 3996.89536088036 1.9884098706980512e+33
1.5491470412421501e+18 -1.5163920809529587e+18 -1.5259379177873325e+17 -4393.077636412262 -13995.310934342499 15592.016273908876 1.9884098706980512e+33
6.978204521531691e+18 -1.463875323966237e+18 -5.251147630280013e+18 14075.965046644582 -2095.222730387387 -183.99945659059404 1.9884098706980512e+33
5.558042632567392e+18 2.25260357644866e+18 4.63080424107583e+18 -9037.692187864131 -16219.010981770813 14244.069677316134 1.9884098706980512e+33
