100 1000 5171487002778.428 6.571293558136355e+18 10 6.67e-08
8.068392360624897e+17 -1.7945234144133217e+18 -3.4008358145215276e+16 -10335.519077899495 -16930.68261687407 21481.58269315736 1.9884098706980512e+33
5.039010331891784e+18 -3.263833649092592e+18 -3.861311416173688e+18 -21105.4569712093 10520.668185674245 -15303.44304947005 1.9884098706980512e+33
-8813433193945278.0 1.716107787244197e+18 1.6951794138512584e+18 9872.755239387505 -34466.014206795946 -7293.633622845619 1.9884098706980512e+33
-3.541388664139341e+18 -6.427887424896501e+18 -4.518912113417121e+18 -2475.810915776916 15039.318396953044 -11613.02116223072 1.9884098706980512e+33
-2.4617964268484413e+18 -3.564805834810443e+18 2.28937058261998e+18 -19910.99653687213 21037.31549414415 -12202.529177222326 1.9884098706980512e+33
1.7732058975195412e+18 8.066330758740403e+17 -6.03262489076746e+18 13524.128376291861 4886.880702440498 2015.2730874979823 1.9884098706980512e+33
1.4516534891561608e+18 -9.300041681555223e+18 6.245001149572531e+17 -6411.495913617699 -9039.120556321239 -6413.35363627693 1.9884098706980512e+33
3.7756802237999017e+18 -2.8136948689599534e+18 3.1208014498110336e+18 -18294.35659013555 -2150.0505182952893 2715.580508612599 1.9884098706980512e+33
-6.270211962515066e+18 1.0501155721784292e+18 5.25229294501846e+18 10789.152250974306 -9405.798177037157 10648.956466748657 1.9884098706980512e+33
-2.9119054322568986e+18 2.2268249289968058e+17 2.5620669596811116e+18 -20018.04740372422 -5318.647385895457 -1156.2048447745226 1.9884098706980512e+33
1.2842275004475412e+18 -3.305753471118691e+18 -5.228485360090572e+18 8440.527567775136 -6825.973161800975 -3801.8216610389222 1.9884098706980512e+33
4.239524683833572e+18 -2.963922216913852e+18 4.3419204182767734e+18 -3932.103849665124 -24732.035315193603 -4100.370098867757 1.9884098706980512e+33
-5.833623301424323e+18 -5.888792800498843e+18 -5.573677779646242e+16 13106.105238311124 -8001.280603320508 -4620.5179439540525 1.9884098706980512e+33
-5.116135221979784e+18 -1.807291489874902e+18 2.8695701915537027e+17 14312.012697772087 -6992.075786400874 5885.859880460547 1.9884098706980512e+33
1.9012329841141594e+17 9896343737973888.0 1.2952815470993475e+18 23667.76633494655 -13176.373918070414 -4275.709679755535 1.9884098706980512e+33
-3.74397498956064e+18 -2.4467390292517274e+18 6.196589954417889e+17 2310.374922404279 -29353.132329709384 -25084.89793849629 1.9884098706980512e+33
-1.9271497125579505e+18 -2.062498787278549e+18 -4.269325580137089e+18 -6326.685203146374 -12647.920852678702 2552.501417477802 1.9884098706980512e+33
-1.7741797059644764e+18 -7.573208770456009e+18 3.616426205245203e+18 -3986.8263088015974 -1940.2902194712358 1603.1281714143324 1.9884098706980512e+33
2.485527981754309e+18 4.237558021107607e+18 2.1780366860525176e+18 19866.7751672074 -9746.254773106932 12893.270379591397 1.9884098706980512e+33
4.655446788427563e+18 -2.0120566059648924e+18 -6.0560268299674e+18 -2287.5344970784417 -25048.518733101926 -1387.3002073080897 1.9884098706980512e+33
5.128608497139141e+18 -1.6550326284067594e+18 6.404569648156623e+17 -14966.86693708777 18199.228313236083 -17833.68347294323 1.9884098706980512e+33
3.924229830738155e+18 -5.312339491585639e+18 -4.340198367447645e+18 -10325.65385962371 1433.310841155982 10378.006409749582 1.9884098706980512e+33
5.437338671501522e+18 1.5108772714071002e+18 -3.0064321868042834e+18 2884.8886402749135 -8890.627888382925 -17951.20908066752 1.9884098706980512e+33
-5.132643403384479e+18 7.19516450224095e+17 -5.392141852766822e+18 -7952.3765137839955 -131.9776791502345 14599.804588600904 1.9884098706980512e+33
-5.76105565010993e+18 -1506849795983606.8 6.626520168999732e+18 1069.4544949852423 -2608.4657607010554 17475.48899139618 1.9884098706980512e+33
-3.168913287693741e+17 2.5382669475938207e+18 -7.060458658914957e+17 -16024.518451734517 5409.591520541767 10857.151234321323 1.9884098706980512e+33
4.2082599658915973e+18 -7.998765784732602e+16 -3.93345576410817e+17 -10637.472188866424 6630.5568807259615 16067.211237760173 1.9884098706980512e+33
-1.9055585007907745e+18 -4.055584191850857e+18 1.3012986789130568e+17 -18752.87583981176 -17265.36675374041 8103.888657469261 1.9884098706980512e+33
-2.4546617615861565e+17 -5.92346580078052e+17 -1.7273316603179098e+18 -4634.791710174715 -9212.40759786762 17516.42456927467 1.9884098706980512e+33
-3.8179145632890163e+18 2.8120163681745738e+17 -4.550789441886932e+18 -7056.910083879999 -21434.662445891645 -13666.694987591167 1.9884098706980512e+33
-2.968695734977098e+18 4.682501568720271e+18 4.876077338283619e+18 299.5158416323548 -16891.794386016096 -56.98166631266204 1.9884098706980512e+33
7.53852174883914e+17 1.8610821993830623e+18 -1.0522673680492421e+18 21202.16228292052 24380.850056140258 -20181.755050916072 1.9884098706980512e+33
3.0406992296719657e+18 -4.538640723275895e+18 4.776554145140778e+18 -10215.619817065008 -6935.05134768689 9078.465468898848 1.9884098706980512e+33
-3.0183165643252234e+18 -6.531262028697527e+18 -4.964339416932296e+17 -5774.496466255158 15665.138207935172 -2850.0426618487945 1.9884098706980512e+33
4.077090870996498e+18 1.3399180165749165e+17 -1.0282694650605847e+18 -948.9755131911571 -13331.926066843507 -23287.191194625695 1.9884098706980512e+33
-3.924102303166194e+18 6.8882153467371e+17 4.0665660745366236e+18 18559.932827303644 -5103.703868842485 -13595.738768604893 1.9884098706980512e+33
